0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6783998680033458,0.11705637776474731,0.1311475409836066,0.0,0.2766169154228855,0.007102469420724671,0.5939187837567514,0.01665768980452883,0.611764705882353,0.06666666666666667,0.010731781561038104,0.014084507042253521,0.5914145907473308
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.2138173579215379,0.6864582190521205,0.8032786885245903,0.0,0.827363184079602,0.4012808677590584,0.7939587917583517,0.3896940012118764,0.29411764705882354,0.0,0.4067632050336429,0.47887323943661975,0.375
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.15643868008023176,0.5951663708586601,0.04918032786885246,0.7272727272727273,0.5601990049751243,0.1381260096930533,0.8981796359271854,0.21412621468165804,0.5529411764705883,0.0,0.1637154894572142,0.22535211267605634,0.5444839857651245
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.7643789549960078,0.36805665268268584,0.3114754098360656,0.7272727272727273,0.011442786069651711,0.12595776598199862,0.506501300260052,0.37645593482798095,0.0,0.0,0.20328835903173958,0.7323943661971831,0.5547153024911032
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.5699180942472704,0.22682846891483344,0.2622950819672132,0.5454545454545454,0.4328358208955224,0.34679783060235403,0.7059411882376475,0.48508999304293193,0.32941176470588235,0.0,0.3957169880430911,0.676056338028169,0.7802491103202845
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6548452265869922,0.2906434613108164,0.5409836065573771,0.09090909090909091,0.6427860696517412,0.6643953381029309,0.5519103820764153,0.5263022060638705,0.3176470588235294,0.0,0.6381676108092196,0.943661971830986,0.7075177935943059
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.3760402470727331,0.27220199771063314,0.016393442622950838,0.8181818181818182,0.062189054726368154,0.2074082621740134,0.6437287457491498,0.6409423461029199,0.0,0.0,0.34116076849357,0.9859154929577465,0.4570729537366548
0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.18318990285127068,0.7446771128887839,0.34426229508196726,0.0,0.309452736318408,0.02317678282944842,0.5209041808361672,0.029219686258668286,0.3176470588235294,0.0,0.025289472935973924,0.04225352112676056,0.8574288256227757
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.2796866227620449,0.3534725479253975,0.9508196721311476,0.9090909090909092,0.8189054726368158,0.49448419109162245,0.7419483896779356,0.4474040036805136,0.09411764705882353,0.0,0.4915119159320083,0.5915492957746479,0.5551601423487543
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.01391748231690304,0.7038413623583626,0.0655737704918033,0.0,0.45870646766169143,0.17768866835910457,0.9309861972394479,0.31333737292129543,1.0,0.0,0.22196214398132122,0.323943661971831,0.7691281138790035
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.13255330284525302,0.6055714063976652,0.2786885245901639,0.0,0.01641791044776117,0.00012693284098776788,0.15523104620924186,0.002176889068426132,0.0,0.0,0.0005235015395628343,0.0,0.575400355871886
1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.15688433888822795,0.5747868297787075,0.42622950819672134,0.0,0.16865671641791047,0.06790906992845604,0.0,0.0,0.12941176470588234,0.33333333333333337,0.0531780557520777,0.23943661971830985,0.7513345195729536
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.47179427317800515,0.48999547013588796,0.5737704918032788,0.36363636363636365,0.8497512437810945,0.6528790676205861,0.6733346669333866,0.5193395273682084,0.29411764705882354,0.0,0.6277460833554942,0.7605633802816901,0.6149911032028469
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.6247214765339693,0.349279530010028,0.03278688524590162,0.18181818181818182,0.01741293532338306,0.04588622201707824,0.3830766153230646,0.10744181871226914,0.0,0.0,0.06506555476946699,0.26760563380281693,0.35186832740213514
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.8662774806541873,0.14814040619990898,0.9508196721311476,0.09090909090909091,0.618905472636816,0.10747749826909764,0.1394278855771154,0.023463273412778565,0.22352941176470587,0.0,0.08466675698322622,0.15492957746478872,0.7497775800711742
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.030990722280888505,0.7225392445603305,0.7868852459016394,0.09090909090909091,0.8263681592039801,0.3223401800138472,0.32866573314662934,0.12905361430911824,0.23529411764705882,0.0,0.2718561892767483,0.3802816901408451,0.6652580071174378
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.36710825373507694,0.5351728268300917,0.836065573770492,0.09090909090909091,0.8338308457711442,0.3962324024924994,0.9027805561112223,0.44310633093202284,0.11764705882352941,0.0,0.41902702304912054,0.47887323943661975,0.26601423487544484
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.07715383064051018,0.825627436632109,0.0655737704918033,0.18181818181818182,0.45621890547263677,0.49705169628432955,0.17243448689737947,0.16443367220987903,0.6235294117647059,0.0,0.40741883635475673,0.943661971830986,0.7895907473309608
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.3923007337955129,0.5548053706638711,0.6229508196721312,0.8181818181818182,0.7164179104477612,0.6473978767597507,0.9071814362872576,0.8142013959020625,0.3529411764705882,0.0,0.711673582573587,0.8873239436619719,0.6218861209964411
0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.005542668800981421,0.7164202182506134,0.016393442622950838,0.0,0.48706467661691544,0.5369143780290792,0.0,0.0,0.8352941176470589,0.0,0.38888805262444864,1.0,0.7982651245551601
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.161451810111501,0.6219290731506284,0.1639344262295082,0.36363636363636365,0.4099502487562189,0.08793561043157166,0.8529705941188238,0.16746336318139998,0.8117647058823529,0.0,0.11343174493265562,0.18309859154929578,0.8274021352313167
0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.1331061238857072,0.6309153975907922,0.8032786885245903,0.2727272727272727,0.7592039800995024,0.38617585968151397,0.4088817763552711,0.20068897416907924,0.21176470588235294,0.0,0.339473186853254,0.47887323943661975,0.13967971530249113
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.5653751810356016,0.20736588154628066,0.836065573770492,0.6363636363636364,0.9019900497512437,0.4161550888529887,0.23484696939387878,0.1119751340918782,0.1411764705882353,0.2,0.33726210367337517,0.46478873239436624,0.7001779359430605
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.49615837217166936,0.22878286933800496,0.639344262295082,0.0,0.2601990049751243,0.0029540733902607887,0.5307061412282457,0.007442379766152743,0.3529411764705882,0.0,0.004142017772291884,0.0,0.2671263345195729
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.12831093291846285,0.7890960957399002,0.6557377049180328,0.8181818181818182,0.061691542288557194,0.11243364874221094,0.5607121424284858,0.3381163176911511,0.0,0.0,0.1786018327571471,0.5915492957746479,0.6930604982206404
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.2340936642562612,0.6886701262733013,0.0,0.0,0.2656716417910448,0.24810754673436422,0.8065613122624525,0.5202989295091901,0.6,0.0,0.334691426784212,0.6338028169014085,0.13856761565836295
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.6410595708258895,0.2893720524103003,0.19672131147540983,0.0,0.007462686567164173,0.006935148857604431,0.40328065613122627,0.022621692587356093,0.0,0.0,0.0115521569768706,0.04225352112676056,0.2266459074733096
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.16140875385738873,0.6623903852521309,0.5081967213114754,0.7272727272727273,0.0288557213930348,0.03314678052157859,0.6781356271254251,0.11411835992728742,0.0,0.0,0.057823504717367705,0.15492957746478872,0.7130782918149466
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.8738233815446432,0.10030775178560702,0.2786885245901639,0.0,0.8139303482587064,0.6093757212093237,0.6855371074214844,0.5191375479701071,0.23529411764705882,0.0,0.5961587029204026,0.7464788732394366,0.5504893238434163
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.4997964661765484,0.23528137935005233,0.03278688524590162,0.2727272727272727,0.9522388059701493,0.7930533117932148,0.8537707541508301,0.7423191723333109,0.6,0.0,0.7958026215217671,0.8591549295774649,0.9319395017793594
0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.3541179160900585,0.3653085615025269,0.08196721311475408,0.4545454545454546,0.01741293532338306,0.09935379644588045,0.3204640928185637,0.18425570591799637,0.0,0.0,0.1267124605074118,0.5633802816901409,0.8318505338078291
1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.11340081789872913,0.6305946764847032,0.04918032786885246,0.0,0.01641791044776117,0.00012693284098776788,0.2366473294658932,0.003318633721582621,0.0,0.0,0.0008638611667226963,0.0,0.0015569395017793197
1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.49617516942635964,0.524347450766788,0.459016393442623,0.09090909090909091,0.072636815920398,0.04080890837756751,0.634126825365073,0.12449785677416461,0.0,0.0,0.06647047902899664,0.18309859154929578,0.017126334519572906
0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.7606352934347504,0.0611935276858393,0.29508196721311475,0.0,0.06865671641791044,0.03612393261020079,0.0,0.0,0.18823529411764706,0.0,0.021898420630978244,0.16901408450704225,0.6539145907473308
1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.9244330846808082,0.2172596627125909,0.2622950819672132,0.6363636363636364,0.545273631840796,0.2239441495499654,0.4662932586517303,0.1700161583518481,0.23529411764705882,0.33333333333333337,0.2129605935470491,0.35211267605633806,0.16681494661921703
0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.18350288460955833,0.5683504458785116,0.3114754098360656,0.0,0.817910447761194,0.43652204015693513,0.7589517903580716,0.4150844947148724,0.22352941176470587,0.0,0.43987175048545146,0.5352112676056339,0.1545818505338078
